,brand,img_url,laptop_name,display_size,processor_type,graphics_card,disk_space,discount_price,ratings_5max,disk_type
0,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMF1m5AgAVBpF2yLN-OOTerz2UuXMuLfC8eTpVXEHLsHxZaHJeNou7WiMg2A&s,Notebook 14-df0008nx,14.0,Intel Celeron N4000,Intel HD Graphics 600,64.0,1259.0,0.0,eMMC
1,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZYwdGgbYFQchfi2y4IEXZvlWDv93BCZh62bJ9Qqxr2JNb2u87TlfWVx3BFg&s,IdeaPad 330S-14IKB,14.0,Intel Core i5-8250U,Intel UHD Graphics 620,1024.0,1849.0,3.3,HDD
2,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSOsKZ_ruXnOH7cL32J4Fai_afz1ppfO7sGm1yCW_Kb5LWFUoSYL9mqoPYlzE&s,MateBook D Volta,14.0,Intel Core i5-8250U,NVIDIA GeForce MX150 (2 GB),256.0,2999.0,0.0,SSD
3,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbKVT0EXbo2wa9UbPqhvXtGrua0ID_jX_X7SyZFCUjabjRYrvTgHcAEDOJ_OI&s,Inspiron 15 3567,15.6,Intel Core i3-7020U,Intel HD Graphics 620,1024.0,1849.0,0.0,HDD
4,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCffNymvC2I5U5l5DqAoY8Orff5mBu0cvrHvbzIpWMlmrpMuoci31vjz8EFw&s,VivoBook 15 X510UR,15.6,Intel Core i7-8550U,NVIDIA GeForce 930MX (2 GB),1024.0,2499.0,0.0,HDD
5,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8t0qqfa3RKiCCrPKwFklsmPeGqvzsrQy7aCTagblU8BmAHFk2a_i49PNDbQ&s,Vostro 5471,14.0,Intel Core i7-8550U,AMD Radeon 530 (4 GB),128.0,3799.0,3.8,HDD
6,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi5pDl_3_P6KP4r3WjR3pQVUnB9jVwLCV_DHsQ3Re8mY5qow8e4FG3CVBWbA&s,MacBook Air (Retina),13.3,Intel Core i5 Dual Core,Intel UHD Graphics 617,128.0,4649.0,4.0,SSD
7,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMWdbTV6wbVFarJ_o1C5RTZ0nzNPJLXvSoisE3_TdHOi39P5pbVFPyyyu6sU8&s,MateBook D,15.6,Intel Core i5-8250U,NVIDIA GeForce MX150 (2 GB),128.0,2449.0,4.4,HDD
8,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZzwIu1M4rUG__92IbZymR07b13X4BUBF2Cg6e_Xjd8xmyz2lZy5BsB0QwSg&s,MateBook X Pro,13.88,Intel Core i5-8250U,NVIDIA GeForce MX150 (2 GB),256.0,4999.0,0.0,SSD
9,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOlgu_4B8itIgdfQUEn7B35eql8vRoBm1EiBIR-zTlnpkkrDTye6_6L3ewIbc&s,14-cf0007nx,14.0,Intel Core i5-8250U,AMD Radeon 530 (2 GB),16.0,2629.0,0.0,HDD
10,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUoltzh9xLCkT7jixRN_lzM7CdhwZrPh5o-Irwldei8IJgoUIfKzsGyGEUSUM&s,15-db0001nx,15.6,AMD A9-9425,AMD Radeon R5,1024.0,1999.0,0.0,HDD
11,Acer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_eNeA1vPh2rDZhVqDOJnct6hNPDQ0_orJOhUbw2JZvY5MFgXPNOeQsYiPfP8&s,Swift 5,14.0,Intel Core i7-8565U,Intel GMA HD,512.0,4499.0,0.0,SSD
12,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi5pDl_3_P6KP4r3WjR3pQVUnB9jVwLCV_DHsQ3Re8mY5qow8e4FG3CVBWbA&s,MacBook Air,13.3,Intel Core i5 Dual Core,Intel HD Graphics 6000,128.0,3399.0,0.0,Flash
13,Acer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBMZ3IHFrhKvYCqsu2lttFRtWNHtAI_HyVKUNCjsvsrwpyvotiahKGikMCMA&s,Swift 5 SF514-52TP-8933,14.0,Intel Core i7-8550U,Intel UHD Graphics 620,512.0,4899.0,0.0,SSD
14,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTz_70dNJ0OcpFt0uBEQYQIZTgDnCAT8qSMfydVvs2eLh-2vVxQmZ6iyPfkVuU&s,MacBook Pro (Retina + Touch Bar),15.4,Intel Core i7 6 Core,Radeon Pro 555X GDDR5 (4 GB),256.0,9099.0,0.0,SSD
15,Acer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQCq-CuUFCk6Mxj7pwlSml2Y3kkhtoKUBFXK32LftpiHexX9CmRRXWa3T0ZVk&s,Swift 3 SF314-52G,14.0,Intel Core i7-8550U,NVIDIA GeForce MX150 (2 GB),512.0,3399.0,0.0,SSD
16,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTz_70dNJ0OcpFt0uBEQYQIZTgDnCAT8qSMfydVvs2eLh-2vVxQmZ6iyPfkVuU&s,MacBook Pro (Retina + Touch Bar),13.3,Intel Core i5 Quad Core,Intel Iris Plus Graphics 655,512.0,7599.0,4.4,SSD
17,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTz_70dNJ0OcpFt0uBEQYQIZTgDnCAT8qSMfydVvs2eLh-2vVxQmZ6iyPfkVuU&s,MacBook Pro (Retina + Touch Bar),13.3,Intel Core i5 Quad Core,Intel Iris Plus Graphics 655,256.0,6969.0,4.3,SSD
18,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuNCLhOr2zPiLDc9Cy4MwguCk8Mhwik4E1BC2UXJFYFmTsnUd37kO1RT4asNk&s,MateBook 13,13.0,Intel Core i7-8565U,NVIDIA GeForce MX150 (2 GB),512.0,4999.0,4.1,SSD
19,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi5pDl_3_P6KP4r3WjR3pQVUnB9jVwLCV_DHsQ3Re8mY5qow8e4FG3CVBWbA&s,MacBook Air (Retina),13.3,Intel Core i5 Dual Core,Intel UHD Graphics 617,256.0,5399.0,3.9,SSD
20,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQy51MhGW1CVclgmaKjzbCndmyo5As1cxJQ7ewqlX244fnnHeR3VJ1H9DzQVO0&s,XPS 13 9380,13.3,Intel Core i5-8265U,Intel UHD Graphics 620,256.0,4699.0,4.4,SSD
21,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhGwy5PaDMRiWMb9abR0377aIUhGP3_LzUhjS95gVDcJxp1eumFX6UGItIxmo&s,Pavilion 13-an0001nx,13.3,Intel Core i7-8565U,Intel UHD Graphics 620,256.0,3299.0,0.0,SSD
22,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi5pDl_3_P6KP4r3WjR3pQVUnB9jVwLCV_DHsQ3Re8mY5qow8e4FG3CVBWbA&s,MacBook Air (Retina),13.3,Intel Core i5 Dual Core,Intel UHD Graphics 617,256.0,5449.0,4.0,SSD
23,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi5pDl_3_P6KP4r3WjR3pQVUnB9jVwLCV_DHsQ3Re8mY5qow8e4FG3CVBWbA&s,MacBook Air (Retina),13.3,Intel Core i5 Dual Core,Intel UHD Graphics 617,256.0,5449.0,3.9,SSD
24,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTd-5nP7vXhPtKLL0HiXM_yGCzZiQpmArcbMv8sQ24u0PymbIDZT0IT00jCfes&s,Pavilion 14-ce0001nx,14.0,Intel Core i7-8550U,NVIDIA GeForce MX150 (4 GB),256.0,3599.0,0.0,HDD
25,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi5pDl_3_P6KP4r3WjR3pQVUnB9jVwLCV_DHsQ3Re8mY5qow8e4FG3CVBWbA&s,MacBook Air (Retina),13.3,Intel Core i5 Dual Core,Intel UHD Graphics 617,128.0,4599.0,3.9,SSD
26,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUMqvbHw0QqP1ZaOirsmpmGbN3xNQNnaFt5AUOFNbNKTvj-0VY__P-hpNm5as&s,Pavilion 14-ce0000nx,14.0,Intel Core i7-8550U,NVIDIA GeForce MX150 (4 GB),256.0,3599.0,5.0,HDD
27,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi5pDl_3_P6KP4r3WjR3pQVUnB9jVwLCV_DHsQ3Re8mY5qow8e4FG3CVBWbA&s,MacBook Air (Retina),13.3,Intel Core i5 Dual Core,Intel UHD Graphics 617,128.0,4599.0,3.9,SSD
28,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSOsKZ_ruXnOH7cL32J4Fai_afz1ppfO7sGm1yCW_Kb5LWFUoSYL9mqoPYlzE&s,MateBook D Volta,14.0,Intel Core i7-8550U,NVIDIA GeForce MX150 (2 GB),256.0,3599.0,0.0,SSD
29,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCJNcyTeJvlu9uOW7g5SONaFw1OMvlXITH1vyE5lkp5oOdcIJ-7knMk3G-KQ&s,ZenBook 14 UX433FN,14.0,Intel Core i7-8565U,NVIDIA GeForce MX150 (2 GB),512.0,4299.0,0.0,SSD
30,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSm7i3Jf-aRUG-3-i0JDnORquJnxiDz4WpzxKgliL1AswH_gmruqpwRyRd2xco&s,VivoBook 14 S430FN,14.0,Intel Core i5-8265U,NVIDIA GeForce MX150 (2 GB),128.0,2599.0,0.0,HDD
31,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZzwIu1M4rUG__92IbZymR07b13X4BUBF2Cg6e_Xjd8xmyz2lZy5BsB0QwSg&s,MateBook X Pro,13.88,Intel Core i7-8550U,NVIDIA GeForce MX150 (2 GB),512.0,6399.0,0.0,SSD
32,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4EASRp0x6BTx6DVqcF4-7us43jz3E6HkRhOjQ1dqHeVwfcQLjKLD7i2cE_Q&s,Pavilion 14-ce2003nx,14.0,Intel Core i7-8565U,NVIDIA GeForce MX250 (4 GB),128.0,3249.0,0.0,HDD
33,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUA35IgUk40Wm8zWwVZ1hArrodfxgeOXFhuFKH-hWtGKr2M0OYX11ATWnY9tU&s,X543UB,15.6,Intel Core i7-8550U,NVIDIA GeForce MX110 (2 GB),1024.0,2499.0,0.0,HDD
34,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCbaVGItPAOPfhT-xrxiai_LID0Wsh045s2S0hiWD29mplSSEq9GkfYxn6eA&s,Pavilion 14-ce2000nx,14.0,Intel Core i7-8565U,NVIDIA GeForce MX250 (4 GB),256.0,3799.0,0.0,HDD
35,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTd-5nP7vXhPtKLL0HiXM_yGCzZiQpmArcbMv8sQ24u0PymbIDZT0IT00jCfes&s,Pavilion 14-ce2001nx,14.0,Intel Core i7-8565U,NVIDIA GeForce MX250 (4 GB),256.0,3799.0,0.0,HDD
36,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZYwdGgbYFQchfi2y4IEXZvlWDv93BCZh62bJ9Qqxr2JNb2u87TlfWVx3BFg&s,IdeaPad 330S-14IKB,14.0,Intel Core i5-8250U,Intel UHD Graphics 620,256.0,1999.0,0.0,Flash
37,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTurZc6vaFN4J_Kc4tEp2RDQe0beqBiolfzRA-HFz5np2swcy492yILLxPcBA&s,VivoBook S15 S530FN,15.6,Intel Core i7-8565U,NVIDIA GeForce MX150 (2 GB),128.0,3499.0,0.0,HDD
38,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-rCmRInZQmBxEi22ikRE-hA6JK5jNDFJpjFXVzjSYgxT03NUwE_mi5kNZLg&s,VivoBook 15 X512UB,15.6,Intel Core i5-8250U,NVIDIA GeForce MX110 (2 GB),128.0,2399.0,0.0,HDD
39,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmfF_H4qoqKUumnIR9G7XNavskwQDA1DdxvOdOMh58sOnq31aJWNxccvtgZg&s,VivoBook 14 X412UB,14.0,Intel Core i5-8250U,NVIDIA GeForce MX110 (2 GB),1024.0,2299.0,0.0,HDD
40,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQibjilF5yJlBLFGy1-F8xCI_q0YOp87zaqa6Iu_vOxZrj86vk-oCcD4K57lSg&s,X507UB,15.6,Intel Core i5-8250U,NVIDIA GeForce MX110 (2 GB),1024.0,1999.0,3.6,HDD
41,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSy-__Ch9gqV8l8gqn6nnbxNreL8ooR3PFXWYueSvVJjCGfmoIm96V7uSAl0A&s,VivoBook 14 X412FJ,14.0,Intel Core i5-8265U,NVIDIA GeForce MX230 (2 GB),128.0,2649.0,0.0,HDD
42,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_BSrAu0CAb3LY2SiFuWJZAqK9h0Nq6YSjwpo5Y52Zpq7QZazkZYXcDkpsPQ&s,MacBook,12.0,Intel Core M3,Intel HD Graphics 615,256.0,5269.0,5.0,SSD
43,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMWdbTV6wbVFarJ_o1C5RTZ0nzNPJLXvSoisE3_TdHOi39P5pbVFPyyyu6sU8&s,MateBook D,15.6,Intel Core i7-8550U,NVIDIA GeForce MX150 (2 GB),128.0,2899.0,4.0,HDD
44,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMWdbTV6wbVFarJ_o1C5RTZ0nzNPJLXvSoisE3_TdHOi39P5pbVFPyyyu6sU8&s,MateBook D,15.6,Intel Core i7-8550U,NVIDIA GeForce MX150 (2 GB),128.0,2899.0,4.4,HDD
45,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuNCLhOr2zPiLDc9Cy4MwguCk8Mhwik4E1BC2UXJFYFmTsnUd37kO1RT4asNk&s,MateBook 13,13.0,Intel Core i7-8565U,Intel UHD Graphics 620,512.0,3599.0,4.1,SSD
46,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFy7x8xWr2DEKQYfiRGA3Lp-XoYH9VT6A7_YRcjNZkZceq_tl0Fab7OnnNBRg&s,IdeaPad S530,13.3,Intel Core i7-8565U,NVIDIA GeForce MX150 (2 GB),512.0,3599.0,0.0,SSD
47,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQy51MhGW1CVclgmaKjzbCndmyo5As1cxJQ7ewqlX244fnnHeR3VJ1H9DzQVO0&s,XPS 13 9380,13.3,Intel Core i7-8565U,Intel UHD Graphics 620,512.0,5999.0,4.4,SSD
48,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvuGo0yAsaunivrq83lTXTpJ7NAAjV4kl-2asGoHAetCjRh-IX3ZbBB36V4g&s,15-da1019nx,15.6,Intel Core i7-8565U,NVIDIA GeForce MX130 (4 GB),1024.0,2749.0,0.0,HDD
49,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzqumDFLEdu9YXb7i4eTTAr4RqBTh2F3YGQLNIwVypZzbN2Sm4jl1skg2nxg&s,15-da1003nx,15.6,Intel Core i7-8565U,NVIDIA GeForce MX130 (4 GB),1024.0,2749.0,0.0,HDD
50,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6DhoD6HYAqW9QRLqhUuFHCC5KH6E9TC9NdeS8kFq5-8tgZT_7liRcv_cpxQ&s,XPS 15 9570,15.6,Intel Core i7-8750H,NVIDIA GeForce GTX 1050 Ti (4 GB),128.0,6099.0,0.0,HDD
51,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRibpjvvNxFPt7f888NJWScdsuIlFEEuUALDD6fzgK7dq56BGn93iZlg-ZcbXY&s,VivoBook 15 X512UF,15.6,Intel Core i7-8550U,NVIDIA GeForce MX130 (2 GB),128.0,2899.0,0.0,HDD
52,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJVmLBrrmDS7MSns4rC5sWkuGb9omG6cep5LAUn6D_KdSytgS7SlWZKT6ZSN0&s,Inspiron 15 3580,15.6,Intel Core i5-8265U,AMD Radeon 520 (2 GB),1024.0,2299.0,0.0,HDD
53,Acer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2p6jMy5Bv3KGq2hDgljx7SGuoqn15PWulBaPXI1kVVHu5s_VZuCrQoJd4Dw&s,Aspire 5 A515-52G-75XJ,15.6,Intel Core i7-8565U,NVIDIA GeForce MX130 (2 GB),1024.0,2799.0,0.0,HDD
54,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJVmLBrrmDS7MSns4rC5sWkuGb9omG6cep5LAUn6D_KdSytgS7SlWZKT6ZSN0&s,Inspiron 15 3580,15.6,Intel Core i7-8565U,AMD Radeon 520 (2 GB),1024.0,2799.0,0.0,HDD
55,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMWdbTV6wbVFarJ_o1C5RTZ0nzNPJLXvSoisE3_TdHOi39P5pbVFPyyyu6sU8&s,MateBook D,15.6,Intel Core i5-8250U,NVIDIA GeForce MX150 (2 GB),128.0,2449.0,0.0,HDD
56,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvUaYaeM1lPZzuhF_xLijlK-BnOHopVaqlMvROXmKnJL9NHG7JhQenGtUB9yA&s,IdeaPad 330,15.6,Intel Core i7-8550U,AMD Radeon 530 (4 GB),128.0,2789.0,3.6,HDD
57,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG-0pLIf6zZSL9aNJhqE2jQjD-F3BnsM4HxeUMdqKR1wrA8dDdT8Pmdxchxg&s,IdeaPad S340,15.6,Intel Core i5-8265U,NVIDIA GeForce MX230 (2 GB),128.0,2299.0,0.0,HDD
58,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShsZSLomvfH1QTJqpSen1Nwor5skUDXNP_YADlozaZCNbTSWRxQERsxum2hg&s,Pavilion 15-cs2003nx,15.6,Intel Core i5-8265U,NVIDIA GeForce MX130 (2 GB),128.0,2699.0,0.0,HDD
59,Acer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqhTM9fvgWPqnFeelE9W3pwN_rDj3pvXyQteAE8j7CHRTSOP4lLQj7BFqwNA&s,Swift 3 314,14.0,Intel Core i7-8565U,NVIDIA GeForce MX150 (2 GB),128.0,3699.0,0.0,HDD
60,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG-0pLIf6zZSL9aNJhqE2jQjD-F3BnsM4HxeUMdqKR1wrA8dDdT8Pmdxchxg&s,IdeaPad S340,14.0,Intel Core i3-8145U,Intel GMA HD,1024.0,1499.0,4.2,HDD
61,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG-0pLIf6zZSL9aNJhqE2jQjD-F3BnsM4HxeUMdqKR1wrA8dDdT8Pmdxchxg&s,IdeaPad S340,14.0,Intel Core i3-8145U,Intel GMA HD,1024.0,1499.0,4.2,HDD
62,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRMRNiJdox4Yq22BDB5q9duNf_2HF_tHRKBvJiWqWyLRLWcIVzfVydJ2SS-Ew&s,IdeaPad S145,15.6,Intel Celeron 4205U,Intel GMA HD,500.0,1039.0,0.0,HDD
63,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJVmLBrrmDS7MSns4rC5sWkuGb9omG6cep5LAUn6D_KdSytgS7SlWZKT6ZSN0&s,Inspiron 15 3580,15.6,Intel Core i5-8265U,AMD Radeon 520 (2 GB),1024.0,2199.0,0.0,HDD
64,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG-0pLIf6zZSL9aNJhqE2jQjD-F3BnsM4HxeUMdqKR1wrA8dDdT8Pmdxchxg&s,IdeaPad S340,14.0,Intel Core i5-8265U,Intel GMA HD,1024.0,1849.0,4.2,HDD
65,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJpbzraMwTGnTmxpyML0UZ5z5ndXrKQ29c3zATH_ogbfUcMSIUSpFDclN22_Q&s,14-cf1001nx,14.0,Intel Core i5-8265U,AMD Radeon 530 (2 GB),128.0,2549.0,5.0,HDD
66,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJArAb2axU_CAUWf6kC1vTWeXDXd2pVa9NmONotJXzlSeFmetp3dMeMKvM_9c&s,15-da1005nx,15.6,Intel Core i5-8265U,Intel UHD Graphics 620,1024.0,1949.0,0.0,HDD
67,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG-0pLIf6zZSL9aNJhqE2jQjD-F3BnsM4HxeUMdqKR1wrA8dDdT8Pmdxchxg&s,IdeaPad S340,14.0,Intel Core i5-8265U,Intel GMA HD,1024.0,1849.0,4.2,HDD
68,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZBoptwdqeUq1j_EgDHJ0s68G6UUtWk7v0OlbL6CQdL_T-lZwB4FMp3uEbw0o&s,IdeaPad 330-15IKBR,15.6,Intel Core i7-8550U,AMD Radeon 530M (4 GB),2048.0,2899.0,0.0,HDD
69,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2Udm0RMg5Ovxb8Q2_rwVuVApMBIjn4TNrm2LqRKklnjCdM4LZK9Db9u0u0A&s,Inspiron 15 3581,15.6,Intel Core i3-7020U,Intel HD Graphics 620,1024.0,1699.0,0.0,HDD
70,Acer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRztY1dwez-vHwrHOaXCuVYCNHmUu7zmBGMkbBzEe25yPKxuiYuj6xUMPDiqg&s,Aspire 3 A315-53-52ZL,15.6,Intel Core i5-8250U,Intel UHD Graphics 620,16.0,1979.0,0.0,HDD
71,Acer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTh6j7XSq6adys8R-x_0hL_7bp0SeFa6SLBiyk1Hb0viVHcVIJdKCsScKiJcbc&s,Aspire 3 A315-53-341N,15.6,Intel Core i3-7020U,Intel Graphics 620,1024.0,1539.0,0.0,HDD
72,Acer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtAO6t_Pz60jmw7YM4fRD6pK2Cf5BVed9QYKGpFZmD8X66KcIdt3Dj6jFhNu8&s,Aspire 3 A315-53G,15.6,Intel Core i5-8250U,NVIDIA GeForce MX130 (2 GB),1024.0,2299.0,0.0,HDD
73,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvUaYaeM1lPZzuhF_xLijlK-BnOHopVaqlMvROXmKnJL9NHG7JhQenGtUB9yA&s,IdeaPad 330,15.6,Intel Celeron N4000,Intel UHD Graphics 600,1024.0,1179.0,0.0,HDD
74,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSjzu7F9DqCkBIto3VENH6cOon6zSNPFj9mJRqnEkecI8e6yZnw-exlNaPxXw&s,IdeaPad S130-14IGM,14.0,Intel Celeron N4000,Intel UHD Graphics 600,64.0,899.0,0.0,eMMC
75,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3EF0H-b6xAZwNBt6u_Hjs-7ktWUWVCsYWk-Q22I81d3mqGRSDxLJCTrjns9A&s,IdeaPad 330S,15.6,Intel Core i5-8250U,AMD Radeon 540 (4 GB),2048.0,2499.0,0.0,HDD
76,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUsWAbTbdPCZBL5B7czR-VujbLK_sgNvBbI9HpC4e6mNu1g900oXR8AO_W0A&s,VivoBook 14 X420UA,14.0,Intel Core i3-7020U,Intel HD Graphics 620,128.0,1499.0,0.0,SSD
77,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJXLUbqMqQZ51MwnGugRWVxzG8wf92Rx6DXyLQta6u0LLEUgR8hpN8rSpZEtI&s,X540UB,15.6,Intel Core i5-8250U,NVIDIA GeForce MX110 (2 GB),1024.0,1799.0,0.0,HDD
78,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuNCLhOr2zPiLDc9Cy4MwguCk8Mhwik4E1BC2UXJFYFmTsnUd37kO1RT4asNk&s,MateBook 13,13.0,Intel Core i5-8265U,Intel UHD Graphics 620,256.0,2799.0,4.1,SSD
79,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHdPnG7xMcG7JouQFPoopAaxdQERRiWvhMqIItY3LGnK5_TK7rHLmZRYHVHfU&s,15-da1018nx,15.6,Intel Core i3-8145U,Intel UHD Graphics 620,1024.0,1629.0,0.0,HDD
80,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSl-kB5KD6-o8qu0qulLlNcsXpnAshStIeJivN2BedK0hJWBDElb4uQrd43JXs&s,15-da1016nx,15.6,Intel Core i3-8145U,Intel UHD Graphics 620,1024.0,1629.0,0.0,HDD
81,Acer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzfMnGZDVhsJrIFEkdron3WKG9VBjX5N9uzUB5vWBSI0z1B5Us_T7r25wUzEA&s,Aspire 3 A315-33-C6S9,15.6,Intel Celeron N3060,Intel GMA HD,500.0,1219.0,3.7,HDD
82,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUA35IgUk40Wm8zWwVZ1hArrodfxgeOXFhuFKH-hWtGKr2M0OYX11ATWnY9tU&s,X543UB,15.6,Intel Core i5-8250U,Intel UHD Graphics 620,1024.0,1799.0,0.0,HDD
83,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRy05fn1KyhjAkxE03nvTqUXysGijNH7r5PHQPv2jTqY4-NbSAscpThut8FPpk&s,X543MA,15.6,Intel Celeron N4000,Intel UHD Graphics 600,1024.0,1099.0,0.0,HDD
84,Acer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxVXui-TuqE5Hg1IUuIFDrOW1IqsaejmklJJy9Ow21tO_EIrHWCrCBkSIc3V0&s,Aspire 3 A315-53,15.6,Intel Core i3-7020U,Intel HD Graphics 620,1024.0,1599.0,3.7,HDD
85,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTl-8LJlBakdD69ytUlH-F6TvxN5AGcLM8J4FzM6PKRILOMOJlpapZ1eTFAV-s&s,Inspiron 15 3582,15.6,Intel Celeron N4000,Intel UHD Graphics 600,500.0,1299.0,0.0,HDD
